Algo,Weight,Country,Outcome,Group,Rep,Fold,Predictor_Set,Min_Obs
SL.ranger.fast_All,0.8474908204203858,KOREA,poverty,all,1,5,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,1,5,predictors017,1
SL.glmnet_All,0.12094399943566189,KOREA,poverty,all,2,1,predictors017,1
SL.ranger.fast_All,0.8790560005643381,KOREA,poverty,all,2,1,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,2,1,predictors017,1
SL.glmnet_All,0.5264387885791953,KOREA,poverty,all,2,2,predictors017,1
SL.ranger.fast_All,0.4317353188845539,KOREA,poverty,all,2,2,predictors017,1
SL.xgboost.fast_All,0.04182589253625071,KOREA,poverty,all,2,2,predictors017,1
SL.glmnet_All,0.3154337612495828,KOREA,poverty,all,2,3,predictors017,1
SL.ranger.fast_All,0.6839782532641703,KOREA,poverty,all,2,3,predictors017,1
SL.xgboost.fast_All,5.879854862469163e-4,KOREA,poverty,all,2,3,predictors017,1
SL.glmnet_All,0,KOREA,poverty,all,2,4,predictors017,1
SL.ranger.fast_All,0.965207463769797,KOREA,poverty,all,2,4,predictors017,1
SL.xgboost.fast_All,0.03479253623020293,KOREA,poverty,all,2,4,predictors017,1
SL.glmnet_All,0.10376564860569848,KOREA,poverty,all,2,5,predictors017,1
SL.ranger.fast_All,0.7981785715133296,KOREA,poverty,all,2,5,predictors017,1
SL.xgboost.fast_All,0.09805577988097201,KOREA,poverty,all,2,5,predictors017,1
SL.glmnet_All,0,KOREA,poverty,all,3,1,predictors017,1
SL.ranger.fast_All,1,KOREA,poverty,all,3,1,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,3,1,predictors017,1
SL.glmnet_All,0.251799715102047,KOREA,poverty,all,3,2,predictors017,1
SL.ranger.fast_All,0.748200284897953,KOREA,poverty,all,3,2,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,3,2,predictors017,1
SL.glmnet_All,0.24164489323660238,KOREA,poverty,all,3,3,predictors017,1
SL.ranger.fast_All,0.7583551067633976,KOREA,poverty,all,3,3,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,3,3,predictors017,1
SL.glmnet_All,0.10804928177703946,KOREA,poverty,all,3,4,predictors017,1
SL.ranger.fast_All,0.8919507182229606,KOREA,poverty,all,3,4,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,3,4,predictors017,1
SL.glmnet_All,0.22602328448469922,KOREA,poverty,all,3,5,predictors017,1
SL.ranger.fast_All,0.7739767155153008,KOREA,poverty,all,3,5,predictors017,1
SL.xgboost.fast_All,0,KOREA,poverty,all,3,5,predictors017,1
SL.glmnet_All,0.8265978659307184,UK,poverty,all,1,1,predictors017,1
SL.ranger.fast_All,0.1734021340692816,UK,poverty,all,1,1,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,1,1,predictors017,1
SL.glmnet_All,0.6855673101338378,UK,poverty,all,1,2,predictors017,1
SL.ranger.fast_All,0.25293381201939225,UK,poverty,all,1,2,predictors017,1
SL.xgboost.fast_All,0.06149887784677,UK,poverty,all,1,2,predictors017,1
SL.glmnet_All,0.5147906456098262,UK,poverty,all,1,3,predictors017,1
SL.ranger.fast_All,0.4126831841267966,UK,poverty,all,1,3,predictors017,1
SL.xgboost.fast_All,0.0725261702633771,UK,poverty,all,1,3,predictors017,1
SL.glmnet_All,0.7115400069248596,UK,poverty,all,1,4,predictors017,1
SL.ranger.fast_All,0.2884599930751404,UK,poverty,all,1,4,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,1,4,predictors017,1
SL.glmnet_All,0.7357219213913996,UK,poverty,all,1,5,predictors017,1
SL.ranger.fast_All,0.2642780786086005,UK,poverty,all,1,5,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,1,5,predictors017,1
SL.glmnet_All,0.41518207495128717,UK,poverty,all,2,1,predictors017,1
SL.ranger.fast_All,0.5623893494765299,UK,poverty,all,2,1,predictors017,1
SL.xgboost.fast_All,0.022428575572183047,UK,poverty,all,2,1,predictors017,1
SL.glmnet_All,0.5770934562426692,UK,poverty,all,2,2,predictors017,1
SL.ranger.fast_All,0.4229065437573307,UK,poverty,all,2,2,predictors017,1
SL.xgboost.fast_All,0,UK,poverty,all,2,2,predictors017,1
